difference	ionIdx	index diff	log2(FC)	p-value	adj p-value (BH)	pFDR (Storey)	q-value (Storey)	m/z	hmdb_id	kegg_id	other_id	name	mz difference	formula	ion	annotation score
META vegan:META ctrl	812	812	-0,268983483	1,03841E-06	1,92658E-05	7,89046E-06	7,89046E-06	756,5539501	"HMDB0007880; HMDB0007912; HMDB0007973; HMDB0008004; HMDB0008005; HMDB0008068; HMDB0008101; HMDB0008133; HMDB0008296; HMDB0008328; HMDB0008909; HMDB0009549; HMDB0010565; HMDB0112966; HMDB0112967; HMDB0112968; HMDB0112969; HMDB0112992; HMDB0113010; HMDB0113047; HMDB0113089; HMDB0113169; HMDB0113312; HMDB0113340; HMDB0113536; HMDB0113563; HMDB0113925; HMDB0114241; HMDB07880; HMDB07912; HMDB07973; HMDB08004; HMDB08005; HMDB08068; HMDB08101; HMDB08133; HMDB08296; HMDB08328; HMDB08909; HMDB09549; HMDB10565"	"C00157; C00350"		PC(14:0/20:2(11Z,14Z))	0,000925701	C42H80NO8P	-H(-)	100
META vegan:META ctrl	813	813	-0,670417194	1,79791E-09	7,12625E-08	2,91861E-08	2,91861E-08	762,5065213	"HMDB0008946; HMDB0008977; HMDB0008978; HMDB0009038; HMDB0009071; HMDB0009102; HMDB0009103; HMDB0009133; HMDB0009134; HMDB0009166; HMDB0009167; HMDB0009198; HMDB0009294; HMDB0009325; HMDB0009326; HMDB0009358; HMDB0009359; HMDB0009390; HMDB0009423; HMDB0009454; HMDB0009455; HMDB0009617; HMDB0009650; HMDB0009682; HMDB0113036; HMDB0113675; HMDB0113896; HMDB0113913; HMDB0113914; HMDB0113975; HMDB0114076; HMDB0114103; HMDB0114104; HMDB0114132; HMDB0114133; HMDB0114160; HMDB0114385; HMDB0114524; HMDB0114550; HMDB0114576; HMDB05324; HMDB08946; HMDB08977; HMDB08978; HMDB09038; HMDB09071; HMDB09102; HMDB09103; HMDB09133; HMDB09134; HMDB09166; HMDB09167; HMDB09198; HMDB09294; HMDB09325; HMDB09326; HMDB09358; HMDB09359; HMDB09390; HMDB09423; HMDB09454; HMDB09455; HMDB09617; HMDB09650; HMDB09682"	C00350		PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0,001404514	C43H74NO8P	-H(-)	52
META vegan:META ctrl	814	814	-0,08943238	0,020214917	0,064806646	0,026542063	0,026542063	763,7183397	"HMDB0007615; HMDB0007811; HMDB0042090; HMDB0042931; HMDB0056088; HMDB0094403; HMDB0094404; HMDB0094405; HMDB0094406; HMDB0094407; HMDB0094408; HMDB0094514; HMDB0094515; HMDB0094516; HMDB0094517; HMDB0094574; HMDB0094575; HMDB0094576; HMDB0094577; HMDB0094628; HMDB0094629; HMDB0094630; HMDB0094631; HMDB0094632; HMDB0094633; HMDB07615; HMDB07811; HMDB42090; HMDB42931; HMDB56088; HMDB94403; HMDB94404; HMDB94405; HMDB94406; HMDB94407; HMDB94408; HMDB94514; HMDB94515; HMDB94516; HMDB94517; HMDB94574; HMDB94575; HMDB94576; HMDB94577; HMDB94628; HMDB94629; HMDB94630; HMDB94631; HMDB94632; HMDB94633"			DG(22:0/24:0/0:0)	0,000156765	C49H96O5	-H(-)	100
META vegan:META ctrl	815	815	-0,228547968	0,00693546	0,02748964	0,011258594	0,011258594	766,5369853	"HMDB0007949; HMDB0007950; HMDB0008428; HMDB0008461; HMDB0008943; HMDB0008969; HMDB0009003; HMDB0009004; HMDB0009034; HMDB0009035; HMDB0009067; HMDB0009068; HMDB0009099; HMDB0009131; HMDB0009164; HMDB0009196; HMDB0009228; HMDB0009259; HMDB0009260; HMDB0009291; HMDB0009322; HMDB0009323; HMDB0009355; HMDB0009356; HMDB0009387; HMDB0009420; HMDB0009583; HMDB0113034; HMDB0113594; HMDB0113893; HMDB0113951; HMDB0113971; HMDB0113972; HMDB0113993; HMDB0114018; HMDB0114019; HMDB0114045; HMDB0114046; HMDB0114073; HMDB0114100; HMDB0114101; HMDB0114129; HMDB0114130; HMDB0114157; HMDB0114272; HMDB0114300; HMDB0114327; HMDB0114355; HMDB0114495; HMDB0116711; HMDB05333; HMDB07949; HMDB07950; HMDB08428; HMDB08461; HMDB08943; HMDB08969; HMDB09003; HMDB09004; HMDB09034; HMDB09035; HMDB09067; HMDB09068; HMDB09099; HMDB09131; HMDB09164; HMDB09196; HMDB09228; HMDB09259; HMDB09260; HMDB09291; HMDB09322; HMDB09323; HMDB09355; HMDB09356; HMDB09387; HMDB09420; HMDB09583"	"C00157; C00350"		PC(15:0/20:4(5Z,8Z,11Z,14Z))	0,002240512	C43H78NO8P	-H(-)	16
META vegan:META ctrl	816	816	-0,385534131	2,64283E-07	6,36001E-06	2,62179E-06	2,60479E-06	767,5589472	HMDB0115591			PA(22:1(13Z)/19:2(10Z,13Z))	0,000679563	C44H81O8P	-H(-)	100
META vegan:META ctrl	817	817	-0,50872065	1,00199E-07	2,91246E-06	1,19282E-06	1,19282E-06	772,529517	"HMDB0009710; HMDB0009711; HMDB0011427; HMDB0011460; HMDB09710; HMDB09711; HMDB11427; HMDB11460"	C00350		PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))	-0,000855755	C45H76NO7P	-H(-)	100
META vegan:META ctrl	818	818	-1,02157926	4,21093E-17	7,34385E-15	3,00773E-15	3,00773E-15	774,5418828	"HMDB0009644; HMDB0009645; HMDB0009677; HMDB0009678; HMDB0009709; HMDB0011394; HMDB0011425; HMDB0011426; HMDB0011458; HMDB0011459; HMDB09644; HMDB09645; HMDB09677; HMDB09678; HMDB09709; HMDB11394; HMDB11425; HMDB11426; HMDB11458; HMDB11459"	C00350		PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))	0,002428371	C45H78NO7P	-H(-)	11
META vegan:META ctrl	818	818	-1,02157926	4,21093E-17	7,34385E-15	3,00773E-15	3,00773E-15	774,5418828	"HMDB0009314; HMDB0009315; HMDB0009346; HMDB0009379; HMDB0011383; HMDB0011384; HMDB0011415; HMDB0011448; HMDB09314; HMDB09315; HMDB09346; HMDB09379; HMDB11383; HMDB11384; HMDB11415; HMDB11448"	C00350		PE(20:2(11Z,14Z)/P-18:1(11Z))	2,30709E-05	C43H80NO7P	.Na/H-H(-)	11
META vegan:META ctrl	819	819	-0,319783008	4,95721E-07	1,08067E-05	4,42598E-06	4,42598E-06	776,5584948	"HMDB0009611; HMDB0009612; HMDB0009643; HMDB0009676; HMDB0011392; HMDB0011393; HMDB0011424; HMDB0011457; HMDB09611; HMDB09612; HMDB09643; HMDB09676; HMDB11392; HMDB11393; HMDB11424; HMDB11457"	C00350		PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))	0,001466399	C45H80NO7P	-H(-)	32
META vegan:META ctrl	820	820	-0,107888635	0,056222306	0,140073859	0,057368331	0,057368331	777,4072859	"HMDB0039591; HMDB39591"			Periandrin V	-0,00060799	C41H62O14	-H(-)	100
META vegan:META ctrl	821	821	-0,341513821	2,38612E-10	1,15594E-08	4,73426E-09	4,73426E-09	780,4813522	"HMDB0012372; HMDB0012403; HMDB0012413; HMDB0012432; HMDB0061503; HMDB0061506; HMDB0061519; HMDB0061546; HMDB0112304; HMDB0112305; HMDB0112316; HMDB0112348; HMDB0112362; HMDB0112427; HMDB0112451; HMDB0112491; HMDB0112492; HMDB0112658; HMDB0112682; HMDB0112789; HMDB0112815; HMDB0112839; HMDB0113816; HMDB0116751; HMDB0116752; HMDB12372; HMDB12403; HMDB12413; HMDB12432; HMDB61503; HMDB61506; HMDB61519; HMDB61546"			PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))	0,000752822	C42H72NO10P	-H(-)	63
META vegan:META ctrl	822	822	-0,338173464	1,31692E-07	3,5886E-06	1,46974E-06	1,46974E-06	781,5732329	"HMDB0114972; HMDB0114998; HMDB0115025; HMDB0115111; HMDB0115136; HMDB0115255; HMDB0115309; HMDB0115437; HMDB0115438; HMDB0115463; HMDB0115552; HMDB0115578; HMDB0115590; HMDB0115592"			PA(18:2(9Z,12Z)/24:1(15Z))	0,002043914	C45H83O8P	-H(-)	19
META vegan:META ctrl	823	823	-0,316341345	1,87406E-11	1,02136E-09	4,18307E-10	4,18307E-10	782,4963086	"HMDB0012361; HMDB0012371; HMDB0012392; HMDB0012402; HMDB0012412; HMDB0012421; HMDB0012431; HMDB0112303; HMDB0112361; HMDB0112374; HMDB0112390; HMDB0112391; HMDB0112410; HMDB0112449; HMDB0112450; HMDB0112468; HMDB0112490; HMDB0112597; HMDB0112657; HMDB0112788; HMDB0116750; HMDB12361; HMDB12371; HMDB12392; HMDB12402; HMDB12412; HMDB12421; HMDB12431"			PS(16:0/20:4(5Z,8Z,11Z,14Z))	0,001446379	C42H74NO10P	-H(-)	14
META vegan:META ctrl	824	824	-0,201296174	2,69863E-07	6,36001E-06	2,60479E-06	2,60479E-06	784,5856493	"HMDB0000593; HMDB0007888; HMDB0007920; HMDB0007979; HMDB0008011; HMDB0008039; HMDB0008070; HMDB0008071; HMDB0008103; HMDB0008135; HMDB0008299; HMDB0008331; HMDB0008559; HMDB0008590; HMDB00593; HMDB0062690; HMDB0112977; HMDB0113054; HMDB0113076; HMDB0113095; HMDB0113121; HMDB0113148; HMDB0113176; HMDB0113287; HMDB0113314; HMDB0113315; HMDB0113342; HMDB0113539; HMDB0113566; HMDB0113729; HMDB0113933; HMDB0114468; HMDB07888; HMDB07920; HMDB07979; HMDB08011; HMDB08039; HMDB08070; HMDB08071; HMDB08103; HMDB08104; HMDB08135; HMDB08299; HMDB08331; HMDB08559; HMDB08590; HMDB62690"	C00157	CHEBI:74669	PC(18:1(9Z)/18:1(9Z))	0,000526547	C44H84NO8P	-H(-)	100
META vegan:META ctrl	825	825	-0,152655367	7,20644E-07	1,39645E-05	5,71926E-06	5,71926E-06	787,6223269	"HMDB0114894; HMDB0115082; HMDB0115234; HMDB0115253; HMDB0115433; HMDB0115644; HMDB0115649; HMDB0115660; HMDB0115676; HMDB0115725; HMDB0115731; HMDB0115742; HMDB0115751; HMDB0115760; HMDB0115768; HMDB0115841; HMDB0115858; HMDB0115870; HMDB0115876; HMDB0115887; HMDB0115899; HMDB0115916; HMDB0115927; HMDB0115944"			PA(18:0/24:0)	-0,000100051	C45H89O8P	-H(-)	100
META vegan:META ctrl	826	826	-0,101201336	0,000907252	0,005456024	0,002234557	0,002234557	800,678473	"HMDB0011695; HMDB11695"		CHEBI:89232	SM(d17:1/24:0)	-0,000802442	C46H94N2O6P	-H(-)	100
META vegan:META ctrl	827	827	-0,04256969	0,229630515	0,38581466	0,158013376	0,158013376	803,7653822	"HMDB0036744; HMDB36744"			alpha-Amyrin cerotate	-0,000329469	C56H100O2	-H(-)	100
META vegan:META ctrl	828	828	-0,200323771	0,000435542	0,002944132	0,001205792	0,001205792	805,4873937	"HMDB0009780; HMDB0009798; HMDB0009802; HMDB09780; HMDB09798; HMDB09802"	C00626		PI(16:0/16:2(9Z,12Z))	-0,000143854	C41H75O13P	-H(-)	100
META vegan:META ctrl	829	829	-0,560795854	4,5835E-12	2,66454E-10	1,09128E-10	1,09128E-10	807,5019	"HMDB0009779; HMDB0009797; HMDB09779; HMDB09797"	C00626		PI(16:0/16:1(9Z))	0,000999816	C41H77O13P	-H(-)	100
META vegan:META ctrl	830	830	-0,348809899	9,42492E-08	2,84382E-06	1,20213E-06	1,16471E-06	809,467985	"HMDB0038350; HMDB38350"			Goyaglycoside g	0,001292866	C43H70O14	-H(-)	62
META vegan:META ctrl	831	831	-0,475852283	3,34815E-17	7,29898E-15	2,98935E-15	2,98935E-15	809,6055961	"HMDB0115142; HMDB0115289; HMDB0115315; HMDB0115442; HMDB0115559; HMDB0115585; HMDB0115603; HMDB0115604"			PA(20:3(5Z,8Z,11Z)/24:0)	0,000980654	C47H87O8P	-H(-)	100
META vegan:META ctrl	832	832	-0,222247839	7,94686E-06	0,000103512	4,30015E-05	4,23939E-05	810,6828145	"HMDB0000140; HMDB0004978; HMDB00140; HMDB04978"	C01190		Glucosylceramide	2,4779E-05	C48H93NO8	-H(-)	60
META vegan:META ctrl	833	833	-0,48022359	1,15666E-17	5,04303E-15	2,06541E-15	2,06541E-15	811,6464374	"HMDB0032811; HMDB0116409; HMDB32811"			Isofucosterol 3-O-[6-O-Hexadecanoyl-b-D-glucopyranoside]	-0,000711714	C51H88O7	-H(-)	100
META vegan:META ctrl	834	834	-0,098442881	0,104321937	0,221335106	0,090649503	0,090649503	819,7835224	"HMDB0042180; HMDB0042934; HMDB0043912; HMDB0044641; HMDB0044694; HMDB0094640; HMDB0094641; HMDB42180; HMDB42934; HMDB43912; HMDB44641; HMDB44694; HMDB94640; HMDB94641"			TG(14:0/18:0/o-18:0)	-0,002425939	C53H104O5	-H(-)	10
META vegan:META ctrl	835	835	-0,175792041	3,32853E-05	0,000337498	0,000138225	0,000138225	825,466441	"HMDB0013477; HMDB0013490; HMDB0013491; HMDB0013518; HMDB0013533; HMDB0013547; HMDB13477; HMDB13490; HMDB13491; HMDB13518; HMDB13533; HMDB13547"			PGP(16:0/18:2(9Z,12Z))	0,002395315	C40H76O13P2	-H(-)	11
META vegan:META ctrl	836	836	-0,111001637	0,008328447	0,031575679	0,012932063	0,012932063	826,4593149	"HMDB0015418; HMDB15418"	C12662	CHEBI:474015	Josamycin	0,000126615	C42H69NO15	-H(-)	100
META vegan:META ctrl	837	837	-0,090450287	0,033507729	0,093982459	0,038602454	0,038491242	833,7557909	"HMDB0031940; HMDB31940"			Arachisprenol 12	-0,001302775	C60H98O	-H(-)	26
META vegan:META ctrl	838	838	-0,404563458	1,00774E-13	7,9886E-12	3,27179E-12	3,27179E-12	839,6775449	"HMDB0032812; HMDB0034089; HMDB32812; HMDB34089"			Isofucosterol 3-O-[6-O-Octadecanoyl-b-D-glucopyranoside]	-0,000519227	C53H92O7	-H(-)	100
META vegan:META ctrl	839	839	0,005897955	0,928799021	0,966482991	0,395830577	0,395830577	842,2111694	HMDB0125095			5-[(6-{[(2-carboxyacetyl)oxy]methyl}-3,4,5-trihydroxyoxan-2-yl)oxy]-3-{[4,5-dihydroxy-6-(hydroxymethyl)-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-7-hydroxy-2-(4-hydroxyphenyl)-1??-chromen-1-ylium	0,001064909	C36H43O23	-H(-)	90
META vegan:META ctrl	840	840	0,040131104	0,251321401	0,405837521	0,166213893	0,166213893	850,1278871	"HMDB0001484; HMDB01484; HMDB11665"	C00332	CHEBI:15345	Acetoacetyl-CoA	0,001172405	C25H40N7O18P3S	-H(-)	76
META vegan:META ctrl	841	841	-0,162775997	0,000761041	0,004740196	0,001941384	0,001941384	850,4864794	"HMDB0061557; HMDB0061560; HMDB0061585; HMDB0061593; HMDB0061596; HMDB0061597; HMDB0061601; HMDB0061609; HMDB0061624; HMDB0061628; HMDB61557; HMDB61560; HMDB61585; HMDB61593; HMDB61596; HMDB61597; HMDB61601; HMDB61609; HMDB61624; HMDB61628"			PS(DiMe(11,3)/MonoMe(11,3))	0,001104795	C45H74NO12P	-H(-)	98
META vegan:META ctrl	842	842	-0,066762016	0,032687143	0,092243328	0,037778968	0,037778968	856,680629	"HMDB0009245; HMDB0009277; HMDB0009502; HMDB0009534; HMDB0009725; HMDB0009757; HMDB0114010; HMDB0114036; HMDB0114063; HMDB0114202; HMDB0114230; HMDB0114423; HMDB0114449; HMDB0114610; HMDB0114611; HMDB0114636; HMDB09245; HMDB09277; HMDB09502; HMDB09534; HMDB09725; HMDB09757"	C00350		PE(20:0/24:1(15Z))	-0,0005532	C49H96NO8P	-H(-)	100
META vegan:META ctrl	843	843	-0,227162715	0,002952476	0,014702013	0,006025317	0,006021323	858,52977	"HMDB0112617; HMDB0112618; HMDB0112633; HMDB0112649; HMDB0112674; HMDB0112805; HMDB0112806; HMDB0112829; HMDB0112853; HMDB0112870; HMDB0116765; HMDB0116769; HMDB0116784; HMDB0116789"			PS(20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z))	-0,00071496	C48H78NO10P	-H(-)	100
META vegan:META ctrl	844	844	-0,248871216	3,53215E-07	8,10536E-06	3,31961E-06	3,31961E-06	867,4716155	"HMDB0062485; HMDB62485"			Lc3Cer	-0,000881216	C40H72N2O18	-H(-)	100
META vegan:META ctrl	845	845	-0,204692558	0,000426572	0,002906021	0,001190183	0,001190183	867,7432441	"HMDB0043038; HMDB0043065; HMDB0043071; HMDB0043099; HMDB0043232; HMDB0043238; HMDB0043261; HMDB0043267; HMDB0043294; HMDB0043301; HMDB0043316; HMDB0043317; HMDB0043411; HMDB0043434; HMDB0043467; HMDB0043490; HMDB0043491; HMDB0043513; HMDB0043570; HMDB0043637; HMDB0043659; HMDB0043687; HMDB0043876; HMDB0044711; HMDB0044717; HMDB0045523; HMDB0049096; HMDB0049102; HMDB0049723; HMDB0049729; HMDB0050324; HMDB0050331; HMDB0052413; HMDB43038; HMDB43065; HMDB43071; HMDB43099; HMDB43232; HMDB43238; HMDB43261; HMDB43267; HMDB43294; HMDB43301; HMDB43316; HMDB43317; HMDB43411; HMDB43434; HMDB43467; HMDB43490; HMDB43491; HMDB43513; HMDB43570; HMDB43637; HMDB43659; HMDB43687; HMDB43876; HMDB44711; HMDB44717; HMDB45523; HMDB49096; HMDB49102; HMDB49723; HMDB49729; HMDB50324; HMDB50331; HMDB52413"			TG(15:0/16:0/22:4(7Z,10Z,13Z,16Z))	0,001466976	C56H100O6	-H(-)	47
META vegan:META ctrl	846	846	-0,053107133	0,198231025	0,349206977	0,143020416	0,143020416	870,6972781	"HMDB0008059; HMDB0008091; HMDB0008124; HMDB0008283; HMDB0008315; HMDB0008538; HMDB0008569; HMDB0008761; HMDB0008762; HMDB0008793; HMDB0113307; HMDB0113335; HMDB0113529; HMDB0113555; HMDB0113714; HMDB0113740; HMDB08059; HMDB08091; HMDB08124; HMDB08283; HMDB08315; HMDB08538; HMDB08569; HMDB08761; HMDB08762; HMDB08793"	C00157		PC(18:0/24:1(15Z))	-0,001552266	C50H98NO8P	-H(-)	41
META vegan:META ctrl	847	847	-0,084968714	0,120608416	0,244760104	0,100404212	0,100243392	874,6559343	"HMDB0112384; HMDB0112531; HMDB0112719; HMDB0112886"			PS(18:0/24:0)	-0,001679267	C48H94NO10P	-H(-)	34
META vegan:META ctrl	848	848	-0,068574356	0,303774171	0,466357531	0,19100033	0,19100033	878,517482	"HMDB0061558; HMDB0061566; HMDB0061569; HMDB0061586; HMDB0061594; HMDB0061598; HMDB0061606; HMDB0061610; HMDB0061618; HMDB0061625; HMDB61558; HMDB61566; HMDB61569; HMDB61586; HMDB61594; HMDB61598; HMDB61606; HMDB61610; HMDB61618; HMDB61625"			PS(DiMe(11,3)/MonoMe(11,5))	0,001402228	C47H78NO12P	-H(-)	61
META vegan:META ctrl	849	849	-0,075336076	0,063223832	0,151459289	0,062031322	0,062031322	882,4287174	"HMDB0116070; HMDB0116086; HMDB0116153; HMDB0116160; HMDB0116177; HMDB0116188; HMDB0116194; HMDB0116211"			CDP-DG(a-13:0/i-14:0)	4,51329E-05	C39H71N3O15P2	-H(-)	100
META vegan:META ctrl	850	850	-0,032237127	0,467243864	0,622040686	0,25476157	0,25476157	896,6390584	"HMDB0112592; HMDB0112619; HMDB0112634; HMDB0112756; HMDB0112780; HMDB0112896; HMDB0112897; HMDB0112923"			PS(20:2(11Z,14Z)/24:1(15Z))	-0,000453431	C50H92NO10P	-H(-)	60
META vegan:META ctrl	851	851	-0,022252855	0,739884095	0,831378468	0,340512908	0,340497476	906,5484507	"HMDB0061559; HMDB0061567; HMDB0061575; HMDB0061578; HMDB0061595; HMDB0061599; HMDB0061607; HMDB0061615; HMDB0061619; HMDB0061626; HMDB61559; HMDB61567; HMDB61575; HMDB61578; HMDB61595; HMDB61599; HMDB61607; HMDB61615; HMDB61619; HMDB61626"			PS(DiMe(11,3)/MonoMe(13,5))	0,001733524	C49H82NO12P	-H(-)	31
META vegan:META ctrl	852	852	-0,034443632	0,28066617	0,437037321	0,178992012	0,178992012	908,7092395	"HMDB0114494; HMDB0114653"			PE-NMe2(22:2(13Z,16Z)/24:1(15Z))	0,0021363	C53H100NO8P	-H(-)	16
META vegan:META ctrl	853	853	-0,130511936	0,00763537	0,029856694	0,01222804	0,01222804	909,4494612	"HMDB0034817; HMDB34817"			Betavulgaroside X	-0,000524853	C46H70O18	-H(-)	100
META vegan:META ctrl	854	854	-0,428933229	1,22205E-06	2,09223E-05	8,72869E-06	8,5689E-06	909,5497733	"HMDB0009821; HMDB0009861; HMDB0009865; HMDB0009884; HMDB0009885; HMDB0009891; HMDB0009892; HMDB0009910; HMDB0009911; HMDB0009920; HMDB09821; HMDB09861; HMDB09865; HMDB09884; HMDB09885; HMDB09891; HMDB09892; HMDB09910; HMDB09911; HMDB09920"	C00626		PI(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	7,65117E-05	C49H83O13P	-H(-)	100
META vegan:META ctrl	855	855	-0,029757265	0,653473929	0,766930372	0,31410226	0,31410226	913,7647031	"HMDB0053250; HMDB0053263; HMDB0054308; HMDB0054338; HMDB0055108; HMDB0055143; HMDB0055350; HMDB0055356; HMDB0055494; HMDB0055524; HMDB0055534; HMDB0055670; HMDB0055682; HMDB0055764; HMDB0055788; HMDB0055878; HMDB0055926; HMDB0055940; HMDB53250; HMDB53263; HMDB54308; HMDB54338; HMDB55108; HMDB55143; HMDB55350; HMDB55356; HMDB55494; HMDB55524; HMDB55534; HMDB55670; HMDB55682; HMDB55764; HMDB55788; HMDB55878; HMDB55926; HMDB55940"			TG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/o-18:0)	0,000743362	C61H102O5	-H(-)	100
META vegan:META ctrl	856	856	-0,098427449	0,067961696	0,160603249	0,065776302	0,065776302	915,4601295	"HMDB0031139; HMDB0033353; HMDB0039007; HMDB31139; HMDB33353; HMDB39007"			Chinenoside V	-0,000628624	C45H72O19	-H(-)	69
META vegan:META ctrl	857	857	-0,082513179	0,038581565	0,105464342	0,043193736	0,043193736	925,8247105	"HMDB0043116; HMDB0043122; HMDB0043149; HMDB0043156; HMDB0043298; HMDB0043312; HMDB0043353; HMDB0043380; HMDB0043408; HMDB0043429; HMDB0043465; HMDB0043486; HMDB0043550; HMDB0043632; HMDB0046288; HMDB0046294; HMDB0047039; HMDB0047046; HMDB0050328; HMDB0051429; HMDB0051934; HMDB43116; HMDB43122; HMDB43149; HMDB43156; HMDB43298; HMDB43312; HMDB43353; HMDB43380; HMDB43408; HMDB43429; HMDB43465; HMDB43486; HMDB43550; HMDB43632; HMDB46288; HMDB46294; HMDB47039; HMDB47046; HMDB50328; HMDB51429; HMDB51934"			TG(15:0/22:0/20:3(5Z,8Z,11Z))	-0,001749374	C60H110O6	-H(-)	30
META vegan:META ctrl	858	858	-0,224627365	0,000803716	0,004935495	0,00202137	0,00202137	931,9081625	"HMDB0044024; HMDB0044645; HMDB0044829; HMDB0045453; HMDB0045606; HMDB0046231; HMDB0046355; HMDB0047076; HMDB44024; HMDB44645; HMDB44829; HMDB45453; HMDB45606; HMDB46231; HMDB46355; HMDB47076"			TG(16:0/24:0/o-18:0)	-0,001865954	C61H120O5	-H(-)	25
META vegan:META ctrl	859	859	-0,051276437	0,32707491	0,488372126	0,200016578	0,200016578	933,4677023	"HMDB0031364; HMDB31364"			Ampeloside Bs1	0,002363233	C45H74O20	-H(-)	11
META vegan:META ctrl	860	860	0,024712933	0,679770704	0,785822869	0,321975412	0,321839828	934,4591869	"HMDB0116045; HMDB0116047; HMDB0116053; HMDB0116169"			CDP-DG(a-13:0/18:2(9Z,11Z))	0,000875551	C43H75N3O15P2	-H(-)	100
