difference	ionIdx	index diff	log2(FC)	p-value	adj p-value (BH)	pFDR (Storey)	q-value (Storey)	m/z	hmdb_id	kegg_id	other_id	name	mz difference	formula	ion	annotation score
META vegan:META ctrl	742	742	0,076346601	0,178472947	0,320223065	0,131149831	0,131149831	553,9224193	"HMDB0011104; HMDB11104"	C05696	CHEBI:28450	3-Phosphoadenylylselenate	0,001103626	C10H15N5O13P2Se	-H(-)	21
META vegan:META ctrl	743	743	0,184187306	0,018137538	0,05933658	0,024351646	0,024301755	563,2200969	"HMDB0004051; HMDB04051"	C05554	CHEBI:18157	Aerobactin	0,000512429	C22H36N4O13	-H(-)	100
META vegan:META ctrl	744	744	0,243504864	0,001839494	0,010088293	0,004131738	0,004131738	563,3697193	"HMDB0115489; HMDB0115615; HMDB0115691; HMDB0115698; HMDB0115704; HMDB0115783; HMDB0115794; HMDB0115800; HMDB0115814"			PA(8:0/18:0)	0,002107455	C29H57O8P	-H(-)	17
META vegan:META ctrl	745	745	-0,049882764	0,681423904	0,785822869	0,321904596	0,321839828	567,1137794	"HMDB0033006; HMDB0037087; HMDB33006; HMDB37087"			Neobignonoside	0,000633867	C28H24O13	-H(-)	100
META vegan:META ctrl	746	746	1,3607016	0,000283002	0,002006322	0,000821705	0,000821705	567,4616888	"HMDB0071165; HMDB0071222; HMDB0071443; HMDB0071663; HMDB0071676; HMDB0071685; HMDB0071738; HMDB0071968; HMDB0072206; HMDB0072245; HMDB0072333; HMDB0072338; HMDB0072529; HMDB0072531; HMDB0072546; HMDB0096562; HMDB0096563; HMDB0096564; HMDB0096649; HMDB0096650; HMDB0096651; HMDB0100884; HMDB0100885; HMDB0100886; HMDB71165; HMDB71222; HMDB71443; HMDB71663; HMDB71676; HMDB71685; HMDB71738; HMDB71968; HMDB72206; HMDB72245; HMDB72333; HMDB72338; HMDB72529; HMDB72531; HMDB72546; HMDB96562; HMDB96563; HMDB96564; HMDB96649; HMDB96650; HMDB96651"			TG(10:0/13:0/8:0)	0,001322297	C34H64O6	-H(-)	60
META vegan:META ctrl	747	747	0,107929441	0,252717899	0,407319017	0,166828539	0,166820651	571,2910387	"HMDB0035987; HMDB35987"			Ganoderic acid H	0,000216207	C32H44O9	-H(-)	100
META vegan:META ctrl	748	748	0,950380863	0,000317703	0,002198707	0,000900497	0,000900497	573,4520132	"HMDB0007077; HMDB0007329; HMDB0056004; HMDB07077; HMDB07329; HMDB56004"			DG(15:0/18:4(6Z,9Z,12Z,15Z)/0:0)	0,000433265	C36H62O5	-H(-)	100
META vegan:META ctrl	749	749	1,019478305	1,00179E-05	0,000128465	5,2614E-05	5,2614E-05	575,4670917	"HMDB0007075; HMDB0007076; HMDB0007271; HMDB0007300; HMDB0055996; HMDB0056003; HMDB0056142; HMDB07075; HMDB07076; HMDB07271; HMDB07300; HMDB55996; HMDB56003; HMDB56142"			DG(15:0/18:3(6Z,9Z,12Z)/0:0)	0,001004813	C36H64O5	-H(-)	100
META vegan:META ctrl	750	750	0,539951475	6,13889E-05	0,000572343	0,000235743	0,000234408	577,3698907	"HMDB0036911; HMDB36911"			Anhydroamarouciaxanthin B	-0,001173398	C40H50O3	-H(-)	76
META vegan:META ctrl	751	751	0,282052984	0,005087928	0,022183366	0,009085369	0,009085369	579,3030875	"HMDB0030459; HMDB30459"	C08308		Hordatine B	0,001800955	C29H40N8O5	-H(-)	28
META vegan:META ctrl	752	752	-0,153721703	0,432672116	0,592436922	0,242959229	0,242637119	583,2543778	"HMDB0000054; HMDB0000488; HMDB00054; HMDB00488"	C00486	CHEBI:16990	Bilirubin	0,001829319	C33H36N4O6	-H(-)	26
META vegan:META ctrl	753	753	-0,186130315	0,247453869	0,401077646	0,164264449	0,164264449	584,2035791	"HMDB0014614; HMDB14614"	C07482	CHEBI:50730	Montelukast	-0,00041437	C35H36ClNO3S	-H(-)	25
META vegan:META ctrl	754	754	0,040746307	0,624460539	0,756634844	0,310175662	0,309885647	587,3387126	"HMDB0036842; HMDB36842"			Hydratopyrrhoxanthinol	-0,000901537	C37H48O6	-H(-)	100
META vegan:META ctrl	755	755	0,432794923	0,006164803	0,025598609	0,010484108	0,010484108	589,3026258	"HMDB0004158; HMDB0004160; HMDB04158; HMDB04160"	"C05791; C05794"	CHEBI:36378	D-Urobilinogen	0,000531346	C33H42N4O6	-H(-)	100
META vegan:META ctrl	756	756	0,041703787	0,74267308	0,832404789	0,340917814	0,340917814	591,1340712	"HMDB0038847; HMDB0041129; HMDB0041719; HMDB0127121; HMDB0127122; HMDB0127170; HMDB0127171; HMDB0127234; HMDB0127235; HMDB0127275; HMDB0127276; HMDB0127295; HMDB0127296; HMDB38847; HMDB41129; HMDB41719"			Apigenin 7-[rhamnosyl-(1->2)-galacturonide]	0,001471275	C27H28O15	-H(-)	47
META vegan:META ctrl	757	757	0,787369069	2,01111E-08	7,30704E-07	2,99266E-07	2,99266E-07	591,3907568	"HMDB0039054; HMDB39054"			Tuberoside	-0,000516498	C34H56O8	-H(-)	100
META vegan:META ctrl	758	758	0,121914399	0,283354147	0,440436393	0,180384128	0,180384128	593,1446377	"HMDB0033297; HMDB33297"			Kuwanon Z	0,000681753	C34H26O10	-H(-)	100
META vegan:META ctrl	759	759	1,269313034	1,79902E-05	0,000211992	8,68231E-05	8,68231E-05	595,493904	"HMDB0031089; HMDB0071223; HMDB0071277; HMDB0071326; HMDB0071400; HMDB0071439; HMDB0071456; HMDB0071508; HMDB0071616; HMDB0071821; HMDB0071842; HMDB0071845; HMDB0071858; HMDB0071864; HMDB0071893; HMDB0071925; HMDB0071928; HMDB0071972; HMDB0072006; HMDB0072048; HMDB0072121; HMDB0072166; HMDB0072345; HMDB0072420; HMDB0072489; HMDB0072569; HMDB0072572; HMDB0072650; HMDB0072686; HMDB0072725; HMDB0072811; HMDB0094827; HMDB0094828; HMDB0094829; HMDB0094830; HMDB0094831; HMDB0094832; HMDB0095052; HMDB0095053; HMDB0095054; HMDB0095055; HMDB0095056; HMDB0095057; HMDB0096565; HMDB0096566; HMDB0096567; HMDB0096568; HMDB0096569; HMDB0096570; HMDB0096652; HMDB0096653; HMDB0096654; HMDB0096739; HMDB0096740; HMDB0096741; HMDB0096742; HMDB0096743; HMDB0096744; HMDB0100887; HMDB0100888; HMDB0100889; HMDB0100974; HMDB0100975; HMDB0100976; HMDB0105194; HMDB0105195; HMDB0105196; HMDB31089; HMDB71223; HMDB71277; HMDB71326; HMDB71400; HMDB71439; HMDB71456; HMDB71508; HMDB71616; HMDB71821; HMDB71842; HMDB71845; HMDB71858; HMDB71864; HMDB71893; HMDB71925; HMDB71928; HMDB71972; HMDB72006; HMDB72048; HMDB72121; HMDB72166; HMDB72345; HMDB72420; HMDB72489; HMDB72569; HMDB72572; HMDB72650; HMDB72686; HMDB72725; HMDB72811; HMDB94827; HMDB94828; HMDB94829; HMDB94830; HMDB94831; HMDB94832; HMDB95052; HMDB95053; HMDB95054; HMDB95055; HMDB95056; HMDB95057; HMDB96565; HMDB96566; HMDB96567; HMDB96568; HMDB96569; HMDB96570; HMDB96652; HMDB96653; HMDB96654; HMDB96739; HMDB96740; HMDB96741; HMDB96742; HMDB96743; HMDB96744"			Glycerol triundecanoate	0,000407066	C36H68O6	-H(-)	100
META vegan:META ctrl	760	760	0,617252431	0,001207475	0,006972968	0,002855833	0,002855833	599,4674612	"HMDB0007085; HMDB0007561; HMDB0056006; HMDB07085; HMDB07561; HMDB56006"			DG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	0,000635309	C38H64O5	-H(-)	100
META vegan:META ctrl	761	761	0,053437754	0,652647871	0,766930372	0,314127986	0,31410226	607,1068749	"HMDB0037582; HMDB37582"			Prunin 6''''-O-gallate	4,77426E-05	C28H26O14	.Na/H-H(-)	10
META vegan:META ctrl	761	761	0,053437754	0,652647871	0,766930372	0,314127986	0,31410226	607,1068749	"HMDB0036336; HMDB36336"			Prodelphinidin A1	0,002453043	C30H24O14	-H(-)	10
META vegan:META ctrl	762	762	0,000237304	0,99790444	0,99790444	0,408699475	0,408699475	611,1244463	"HMDB0062695; HMDB62695"		CHEBI:57812	CMP-N-acetyl-beta-neuraminate(2-)	-0,00010673	C20H29N4O16P	-H(-)	100
META vegan:META ctrl	762	762	0,000237304	0,99790444	0,99790444	0,408699475	0,408699475	611,1244463	"HMDB0132733; HMDB0132734; HMDB0132735; HMDB0132736"			6-[4-(3-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	0,00092537	C26H28O17	-H(-)	100
META vegan:META ctrl	763	763	0,113259275	0,271867255	0,427921022	0,175258361	0,175258361	613,1208228	"HMDB0039192; HMDB0039194; HMDB39192; HMDB39194"			2-Cinnamoyl-1,6-digalloyl-beta-D-glucopyranose	-0,000930335	C29H26O15	-H(-)	100
META vegan:META ctrl	764	764	0,198558725	0,05750439	0,142050504	0,058177881	0,058177881	615,1348441	"HMDB0029903; HMDB29903"			3,5-Dicaffeoyl-4-succinoylquinic acid	0,000698406	C29H28O15	-H(-)	100
META vegan:META ctrl	765	765	0,081045515	0,34991981	0,512689297	0,210384478	0,209975863	619,1654411	"HMDB0029908; HMDB29908"			Camellianin A	0,001401449	C29H32O15	-H(-)	52
META vegan:META ctrl	766	766	0,103807635	0,35238061	0,513839284	0,210446849	0,210446849	619,2894036	"HMDB0061690; HMDB0062722; HMDB61690; HMDB62722"		CHEBI:83053	1-Arachidonoylglycerophosphoinositol	-0,000518354	C29H49O12P	-H(-)	100
META vegan:META ctrl	767	767	-0,6103745	1,01972E-06	1,92658E-05	7,91686E-06	7,89046E-06	620,5967051	"HMDB0004952; HMDB0011766; HMDB04952; HMDB11766"	C00195		C22 Cer	0,002011249	C40H79NO3	-H(-)	20
META vegan:META ctrl	768	768	0,837412689	0,000161335	0,001259481	0,000523802	0,00051583	621,4351177	"HMDB0039544; HMDB0041429; HMDB39544; HMDB41429"			(20R)-Ginsenoside Rh2	0,002072582	C36H62O8	-H(-)	18
META vegan:META ctrl	769	769	0,177768498	0,210142785	0,362860413	0,148612286	0,148612286	632,1733014	"HMDB0035420; HMDB35420"			Pyranocyanin A	0,00136608	C30H33O15	-H(-)	55
META vegan:META ctrl	770	770	0,063623816	0,545213135	0,694052341	0,2842545	0,2842545	639,1022505	HMDB0127345			{2-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-6-yl]-6-methyl-5-oxo-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-4-yl}oxidanesulfonic acid	0,000277305	C27H28O16S	-H(-)	100
META vegan:META ctrl	771	771	0,080412753	0,205417407	0,357532891	0,146430358	0,146430358	640,2928591	"HMDB0013058; HMDB0013062; HMDB0013063; HMDB0060154; HMDB13058; HMDB13062; HMDB13063; HMDB60154"			S-(9-deoxy-delta9,12-PGD2)-glutathione	-0,001921882	C30H47N3O10S	-H(-)	23
META vegan:META ctrl	772	772	0,081189689	0,160275904	0,29799699	0,12204697	0,12204697	642,3057335	"HMDB0013056; HMDB0013057; HMDB0013060; HMDB0013061; HMDB0060155; HMDB0062478; HMDB13056; HMDB13057; HMDB13060; HMDB13061; HMDB60155; HMDB62478"		CHEBI:132883	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	0,00085375	C30H49N3O10S	-H(-)	100
META vegan:META ctrl	773	773	0,100498774	0,0764213	0,175829481	0,072012323	0,072012323	644,2403999	"HMDB0014429; HMDB14429"	C06802	CHEBI:2376	Acarbose	0,00033541	C25H43NO18	-H(-)	100
META vegan:META ctrl	774	774	-0,366504481	2,87697E-05	0,000302398	0,0001253	0,000123849	644,5001425	"HMDB0010701; HMDB10701"		CHEBI:73144	C18 CerP	0,002304075	C36H72NO6P	-H(-)	12
META vegan:META ctrl	775	775	-0,505086008	0,0001601	0,001259481	0,000524561	0,00051583	648,6281538	"HMDB0000831; HMDB0004956; HMDB0011769; HMDB00831; HMDB04956; HMDB11769"	C00195	CHEBI:74130	C24 Cer	0,001862541	C42H83NO3	-H(-)	29
META vegan:META ctrl	776	776	0,076315612	0,125516472	0,251610031	0,103048833	0,103048833	649,1971706	"HMDB0034682; HMDB34682"			cis-Ferulic acid [arabinosyl-(1->3)-[glucosyl-(1->6)]-glucosyl] ester	0,001365663	C27H38O18	-H(-)	56
META vegan:META ctrl	777	777	0,109346091	0,075796203	0,175316415	0,071802193	0,071802193	649,21183	"HMDB0030627; HMDB0034281; HMDB30627; HMDB34281"			5-Hydroxy-7,3'',4''-trimethoxy-8-methylisoflavone 5-neohesperidoside	0,001962471	C31H38O15	-H(-)	21
META vegan:META ctrl	778	778	-0,479256009	1,97668E-05	0,000226771	9,28868E-05	9,28757E-05	650,6457845	"HMDB0011768; HMDB11768"		CHEBI:52961	C24DH Cer	-0,000118196	C42H85NO3	-H(-)	100
META vegan:META ctrl	779	779	-0,510958925	6,27949E-10	2,60748E-08	1,06791E-08	1,06791E-08	654,6050673	"HMDB0035469; HMDB35469"			N-(2R-Hydroxydocosanoyl)-2S-amino-1,3S,4R-octadecanetriol	-0,000871757	C40H81NO5	-H(-)	100
META vegan:META ctrl	780	780	0,269740945	0,000267669	0,001913177	0,000783556	0,000783556	663,3899173	"HMDB0031837; HMDB31837"			3-O-trans-Feruloyleuscaphic acid	0,000323041	C40H56O8	-H(-)	100
META vegan:META ctrl	781	781	-0,111555471	0,114968149	0,237002897	0,097066368	0,097066368	664,6610724	"HMDB0011770; HMDB11770"			Cer(d18:0/25:0)	0,000243943	C43H87NO3	-H(-)	58
META vegan:META ctrl	782	782	-0,158500761	0,027518593	0,081619771	0,033428008	0,033428008	671,4640511	"HMDB0007860; HMDB0114900; HMDB0114925; HMDB0114949; HMDB0115092; HMDB0115504; HMDB0115532; HMDB07860"	C00416		PA(16:0/18:2(9Z,12Z))	0,001675664	C37H69O8P	-H(-)	34
META vegan:META ctrl	783	783	0,029080945	0,688498655	0,788923557	0,323109739	0,323109739	673,0922488	"HMDB0060465; HMDB60465"		CHEBI:71580	cyclic GMP-AMP	0,000427523	C20H24N10O13P2	-H(-)	100
META vegan:META ctrl	784	784	-0,264597594	0,005339143	0,02304818	0,00943956	0,00943956	673,4789745	"HMDB0007858; HMDB0007859; HMDB0031130; HMDB0114877; HMDB0114899; HMDB0114924; HMDB0115062; HMDB0115091; HMDB07858; HMDB07859; HMDB31130"	C00416	CHEBI:64844	PA(16:0/18:1(11Z))	0,002402271	C37H71O8P	-H(-)	10
META vegan:META ctrl	785	785	-0,891403656	1,88756E-12	1,26612E-10	5,18548E-11	5,18548E-11	673,5782828	"HMDB0007204; HMDB0007233; HMDB0007261; HMDB0007289; HMDB0007318; HMDB0007371; HMDB0007372; HMDB0007399; HMDB0007427; HMDB0007455; HMDB0007484; HMDB0007597; HMDB0007598; HMDB0007625; HMDB0007652; HMDB0007653; HMDB0056070; HMDB0056076; HMDB0056098; HMDB0056105; HMDB0056188; HMDB0056207; HMDB0056222; HMDB07204; HMDB07233; HMDB07261; HMDB07289; HMDB07318; HMDB07371; HMDB07372; HMDB07399; HMDB07427; HMDB07455; HMDB07484; HMDB07597; HMDB07598; HMDB07625; HMDB07652; HMDB07653; HMDB56070; HMDB56076; HMDB56098; HMDB56105; HMDB56188; HMDB56207; HMDB56222"			DG(18:1(11Z)/22:2(13Z,16Z)/0:0)	-0,000636311	C43H78O5	-H(-)	57
META vegan:META ctrl	786	786	-0,947786384	4,57873E-12	2,66454E-10	1,16802E-10	1,09128E-10	673,5951703	"HMDB0006736; HMDB0010373; HMDB06736; HMDB10373"	C02530	CHEBI:88752	CE(20:3(8Z,11Z,14Z))	-0,002267617	C47H78O2	-H(-)	13
META vegan:META ctrl	787	787	0,042311466	0,564443453	0,708896313	0,290464177	0,290333963	675,1099948	"HMDB0001312; HMDB01312"			Diadenosine diphosphate	-0,001668472	C20H26N10O13P2	-H(-)	34
META vegan:META ctrl	788	788	0,162038381	0,024002499	0,073182444	0,029972435	0,029972435	679,2826539	"HMDB0038449; HMDB38449"			Vomifoliol 9-[glucosyl-(1->4)-xylosyl-(1->6)-glucoside]	-0,000782249	C30H48O17	-H(-)	100
META vegan:META ctrl	789	789	0,037128217	0,733645825	0,826907143	0,338952285	0,33866621	687,4019902	HMDB0115038			PA(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))	0,001136632	C39H61O8P	-H(-)	80
META vegan:META ctrl	790	790	-0,083663305	0,202491089	0,35456271	0,145213898	0,145213898	690,5055952	"HMDB0007868; HMDB0007932; HMDB0008826; HMDB0008923; HMDB0008986; HMDB0029174; HMDB0112964; HMDB0113041; HMDB0113841; HMDB0113845; HMDB0113940; HMDB05317; HMDB05325; HMDB07868; HMDB07932; HMDB08826; HMDB08923; HMDB08986; HMDB29174"	"C00157; C00350"		PC(14:0/15:0)	0,002330631	C37H74NO8P	-H(-)	12
META vegan:META ctrl	791	791	0,144825121	0,042201077	0,111513149	0,045671072	0,045671072	691,432188	"HMDB0031093; HMDB0114792; HMDB0114807; HMDB0114808; HMDB0114863; HMDB0114957; HMDB0114982; HMDB0114983; HMDB0115009; HMDB0115010; HMDB0115035; HMDB0115202; HMDB0115350; HMDB0115376; HMDB0115401; HMDB31093"			9,12,15-Octadecatrienoic acid 1-[(phosphonoxy)methyl]-1,2-ethanediyl ester	0,00223881	C39H65O8P	-H(-)	14
META vegan:META ctrl	792	792	0,081572154	0,215353611	0,369327587	0,151397971	0,151260967	692,2001742	"HMDB0031996; HMDB31996"			Licorice glycoside E	-0,001697275	C35H35NO14	-H(-)	33
META vegan:META ctrl	793	793	0,069046263	0,354577961	0,515939835	0,211405619	0,211307146	693,1106213	"HMDB0033274; HMDB33274"			Guavin B	-0,000899644	C33H26O17	-H(-)	100
META vegan:META ctrl	794	794	0,025520513	0,740803979	0,831378468	0,340497476	0,340497476	695,4651113	"HMDB0031092; HMDB0114790; HMDB0114841; HMDB0114860; HMDB0114880; HMDB0114903; HMDB0114904; HMDB0114928; HMDB0114929; HMDB0114954; HMDB0114979; HMDB0114980; HMDB0115006; HMDB0115007; HMDB0115032; HMDB0115122; HMDB0115147; HMDB0115174; HMDB0115323; HMDB0115513; HMDB0115565; HMDB0116701; HMDB31092"			1,2-Di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate	0,000615512	C39H69O8P	-H(-)	100
META vegan:META ctrl	795	795	-0,095090384	0,02057476	0,065015897	0,02671983	0,026627763	704,5226728	"HMDB0007869; HMDB0007934; HMDB0007965; HMDB0008892; HMDB0008988; HMDB0010567; HMDB0112959; HMDB0113084; HMDB0113865; HMDB0113942; HMDB07869; HMDB07934; HMDB07965; HMDB08892; HMDB08988; HMDB10567"	"C00157; C00350"		PC(14:0/16:0)	0,000902999	C38H76NO8P	-H(-)	100
META vegan:META ctrl	796	796	-0,454527607	5,48674E-07	1,13915E-05	4,66548E-06	4,66548E-06	714,5086806	"HMDB0008835; HMDB0008867; HMDB0008928; HMDB0008959; HMDB0008960; HMDB0009023; HMDB0009056; HMDB0009088; HMDB0009251; HMDB0009283; HMDB0113020; HMDB0113166; HMDB0113847; HMDB0113848; HMDB0113849; HMDB0113879; HMDB0114012; HMDB0114039; HMDB0114065; HMDB05322; HMDB08835; HMDB08867; HMDB08928; HMDB08959; HMDB08960; HMDB09023; HMDB09056; HMDB09088; HMDB09251; HMDB09283"	C00350		PE(14:0/20:2(11Z,14Z))	-0,000754817	C39H74NO8P	-H(-)	100
META vegan:META ctrl	797	797	-0,355601565	5,63997E-05	0,000540445	0,000221344	0,000221344	716,5234136	"HMDB0007936; HMDB0008000; HMDB0008834; HMDB0008866; HMDB0008926; HMDB0008927; HMDB0008958; HMDB0008990; HMDB0009022; HMDB0009055; HMDB0009218; HMDB0009250; HMDB0112953; HMDB0112954; HMDB0113112; HMDB0113139; HMDB0113850; HMDB0113851; HMDB0113852; HMDB0113853; HMDB0113965; HMDB0113986; HMDB0114011; HMDB0114038; HMDB05320; HMDB05344; HMDB07936; HMDB08000; HMDB08834; HMDB08866; HMDB08926; HMDB08927; HMDB08958; HMDB08990; HMDB09022; HMDB09055; HMDB09218; HMDB09250"	"C00157; C00350"		PC(15:0/16:1(9Z))	0,000162215	C39H76NO8P	-H(-)	100
META vegan:META ctrl	798	798	-0,130510996	0,028371769	0,083581699	0,034231531	0,034231531	719,4641199	"HMDB0114849; HMDB0114868; HMDB0114869; HMDB0114911; HMDB0114936; HMDB0114961; HMDB0114962; HMDB0114987; HMDB0115014; HMDB0115127; HMDB0115128; HMDB0115152; HMDB0115179; HMDB0115203; HMDB0115204; HMDB0115353; HMDB0115379; HMDB0115404; HMDB0115523; HMDB0115525; HMDB0115526; HMDB0115542; HMDB0115569; HMDB0115570"			PA(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0,001606905	C41H69O8P	-H(-)	38
META vegan:META ctrl	799	799	-0,203882471	0,003609499	0,017138626	0,007044131	0,007019257	719,4882277	"HMDB0010571; HMDB0010585; HMDB10571; HMDB10585"			PG(16:0/16:1(9Z))	-0,001371691	C38H73O10P	-H(-)	55
META vegan:META ctrl	800	800	-0,04259577	0,565003368	0,708896313	0,290333963	0,290333963	720,2516602	"HMDB0032859; HMDB32859"			Aquifoliunine EII	-0,000754122	C34H43NO16	-H(-)	100
META vegan:META ctrl	801	801	-0,430189127	1,95556E-06	3,10045E-05	1,26981E-05	1,26981E-05	721,4818174	"HMDB0114847; HMDB0114848; HMDB0114867; HMDB0114886; HMDB0114909; HMDB0114910; HMDB0114934; HMDB0114935; HMDB0114960; HMDB0115040; HMDB0115102; HMDB0115126; HMDB0115150; HMDB0115151; HMDB0115177; HMDB0115178; HMDB0115327; HMDB0115352; HMDB0115378; HMDB0115495; HMDB0115521; HMDB0115522; HMDB0115524; HMDB0115540; HMDB0115541; HMDB0116704"			PA(16:0/22:5(4Z,7Z,10Z,13Z,16Z))	-0,000440642	C41H71O8P	-H(-)	66
META vegan:META ctrl	802	802	-1,106099228	1,55549E-16	1,93769E-14	7,93596E-15	7,93596E-15	722,5116733	"HMDB0009149; HMDB0009150; HMDB0009182; HMDB0009183; HMDB0009214; HMDB0009411; HMDB0009444; HMDB0011352; HMDB0011353; HMDB0011379; HMDB0011410; HMDB0011411; HMDB0011443; HMDB0011444; HMDB09149; HMDB09150; HMDB09182; HMDB09183; HMDB09214; HMDB09411; HMDB09444; HMDB11352; HMDB11353; HMDB11379; HMDB11410; HMDB11411; HMDB11443; HMDB11444"	C00350		PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))	0,001337941	C41H74NO7P	-H(-)	67
META vegan:META ctrl	803	803	-0,176332333	0,023780546	0,073016326	0,0299044	0,0299044	723,4241648	"HMDB0039970; HMDB39970"			Bis(4-methoxybenzoyl)-3a,29-dihydroxy-8-multifloren-7-one	0,002460925	C46H60O7	-H(-)	10
META vegan:META ctrl	804	804	-0,76263493	1,74817E-17	5,08133E-15	2,0811E-15	2,0811E-15	726,5418527	"HMDB0009050; HMDB0009051; HMDB0009083; HMDB0009084; HMDB0009115; HMDB0009312; HMDB0011349; HMDB0011376; HMDB0011407; HMDB0011408; HMDB0011440; HMDB0011441; HMDB09050; HMDB09051; HMDB09083; HMDB09084; HMDB09115; HMDB09312; HMDB11349; HMDB11376; HMDB11407; HMDB11408; HMDB11440; HMDB11441"	C00350		PE(18:1(11Z)/P-18:1(11Z))	0,002458512	C41H78NO7P	-H(-)	11
META vegan:META ctrl	805	805	-0,375012917	6,14359E-07	1,24586E-05	5,10253E-06	5,10253E-06	730,5475699	"HMDB0033621; HMDB33621"			Araliacerebroside	-0,0001014	C40H77NO10	-H(-)	100
META vegan:META ctrl	806	806	-0,383717019	4,20273E-10	1,83239E-08	7,50469E-09	7,50469E-09	731,5582902	"HMDB0114793; HMDB0114843; HMDB0114881; HMDB0115054; HMDB0115067; HMDB0115230; HMDB0115243; HMDB0115428; HMDB0115640; HMDB0115648; HMDB0115656; HMDB0115672; HMDB0115702; HMDB0115721; HMDB0115730; HMDB0115738; HMDB0115747; HMDB0115758; HMDB0115764; HMDB0115798; HMDB0115825; HMDB0115837; HMDB0115854; HMDB0115866; HMDB0115875; HMDB0115883; HMDB0115895; HMDB0115912; HMDB0115923; HMDB0115940"			PA(14:0/24:0)	0,001336643	C41H81O8P	-H(-)	58
META vegan:META ctrl	807	807	-0,635839537	2,70721E-15	2,62299E-13	1,07426E-13	1,07426E-13	736,5279201	"HMDB0008258; HMDB0011214; HMDB08258; HMDB11214"	C00157		PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)	0,000741081	C42H76NO7P	-H(-)	100
META vegan:META ctrl	808	808	-0,205400586	0,007068885	0,027766069	0,011371808	0,011371808	742,5381866	"HMDB0007940; HMDB0008132; HMDB0008843; HMDB0008875; HMDB0008934; HMDB0008966; HMDB0008994; HMDB0009025; HMDB0009026; HMDB0009058; HMDB0009059; HMDB0009090; HMDB0009254; HMDB0009286; HMDB0009515; HMDB0009547; HMDB0113025; HMDB0113339; HMDB0113856; HMDB0113857; HMDB0113858; HMDB0113884; HMDB0113943; HMDB0114015; HMDB0114042; HMDB0114068; HMDB0114211; HMDB0114239; HMDB05332; HMDB05343; HMDB05347; HMDB07940; HMDB08132; HMDB08843; HMDB08875; HMDB08934; HMDB08966; HMDB08994; HMDB09025; HMDB09026; HMDB09058; HMDB09059; HMDB09090; HMDB09254; HMDB09286; HMDB09515; HMDB09547"	"C00157; C00350"		PC(15:0/18:2(9Z,12Z))	0,001039167	C41H78NO8P	-H(-)	100
META vegan:META ctrl	809	809	-0,999468033	1,73424E-15	1,89032E-13	7,74196E-14	7,74196E-14	746,5109073	"HMDB0005780; HMDB0009479; HMDB0009480; HMDB0009708; HMDB0011420; HMDB0011453; HMDB05780; HMDB09479; HMDB09480; HMDB09708; HMDB11361; HMDB11420; HMDB11453"	C00350		PE(O-16:1(1Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0,00210388	C43H74NO7P	-H(-)	19
META vegan:META ctrl	810	810	-0,316476544	4,60623E-07	1,02991E-05	4,21806E-06	4,21806E-06	752,4525639	"HMDB0012350; HMDB0012430; HMDB0112299; HMDB0112312; HMDB0112359; HMDB0112489; HMDB0112655; HMDB0112679; HMDB12350; HMDB12430"			PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))	-0,001758928	C40H68NO10P	-H(-)	29
META vegan:META ctrl	811	811	-0,051622128	0,239852641	0,394401165	0,161621913	0,161530045	754,4651928	"HMDB0012339; HMDB0012349; HMDB0012370; HMDB0012410; HMDB0012419; HMDB0012429; HMDB0112298; HMDB0112311; HMDB0112344; HMDB0112358; HMDB0112447; HMDB0112488; HMDB0112594; HMDB0112654; HMDB12339; HMDB12349; HMDB12370; HMDB12410; HMDB12419; HMDB12429"			PS(14:0/20:4(5Z,8Z,11Z,14Z))	0,001262203	C40H70NO10P	-H(-)	66
